和牛のブランドの一つ、前沢牛（まえさわぎゅう）といえばどこの都道府県の名産でしょう？,岩手県
陸上競技場などで、ゴール手前の直線コースをホームストレッチというのに対し、反対側の直線コースを何というでしょう？,バックストレッチ、バックストレート
湖に張った氷が厳しい寒さで収縮・膨張し、割れ目や隆起ができる現象のことを、そこを神様が通ったという言い伝えにちなんで何というでしょう？,御神渡り
トランペット型、クローバー型といった形がある、高速道路の出入口で立体交差する道路をつなげるためのしくみを何というでしょう？,インターチェンジ
H2SO3で表されるのは亜硫酸ですが、アラスカ半島とロシア領コマンドル諸島との間に弧状に連なる列島は何でしょう？,アリューシャン列島
平安時代の六歌仙のうち、ただひとり小倉百人一首に歌が収められていないのは誰でしょう？,大友黒主（おおとものくろぬし）、大伴黒主
大相撲を主催している団体、日本相撲協会を監督する中央官庁はどこでしょう？,文部科学省
荷物を積んだトレーラーを貨物列車に載せて運ぶ輸送方式のことを、「豚の背中」という意味の英語で何というでしょう？,ピギーバック方式
葬式やお通夜などの悲しみの席でも身につけることが許される、涙を象徴するとされる宝石は何でしょう？,真珠
臓器提供者のことを「ドナー」というのに対して、臓器を受け取る人のことを何というでしょう？,レシピエント[recipient]、ドニー
ギターを弾く真似をする事や、またその様にして真似される架空のギターの事を、英語で「何ギター」と言うでしょう？,エアギター
明治憲法発布の日に暴漢に刺され翌日死亡した、初代の文部大臣は誰でしょう？,森有礼（もりありのり）
ズバリ、1日は何分でしょう？,1440分
薄い肉に小麦粉をつけて溶き卵にひたし、バターでソテーしたイタリア料理を何というでしょう？,ピカタ、ピッカータ
代表作に『日本政記（せいき）』や『日本外史』などがある、江戸時代後期の歴史家は誰でしょう？,頼山陽（らい・さんよう）
アトランタ、シドニー、アテネの各オリンピックの柔道60kg級で優勝し、日本人初の3大会連続金メダルを獲得した柔道選手は誰でしょう？,野村忠宏
巻いたり、滑ったり、鼓（つづみ）を打ったり、二枚になったりする人間の体の部分はどこでしょう？,舌
1970年代に流行した、ヒールの極端に高いブーツを、流行した都市にちなんで何ブーツというでしょう？,ロンドンブーツ
経済におけるトリプル安とは、円安、株安とあとひとつは何でしょう？,債権安【※（注意）「円安」とあるのでここでは日本経済を指す。】
国際Aマッチで、サッカーは45分ハーフで行われますが、フットサルは何分ハーフで行われるでしょう？,20分
歌手の中島美嘉が名誉市民となった、ブルースの町としても知られるテネシー州の都市はどこでしょう？,メンフィス
数字を表す言葉で、「ウノ、ドス、トレス」はスペイン語ですが、「ウノ、ドゥエ、トレ」というのは何語でしょう？,イタリア語 
虫歯の進行具合を表すときに「C」というアルファベットが使われますが、これはドイツ語の何という言葉の頭文字でしょう？,カリエス[Caries]
発泡性のワインをスパークリングワインというのに対し、泡の立たないワインを何というでしょう？,スティルワイン
『ターヘル・アナトミア』を和訳した時の苦労話を中心に日本の蘭学創始期の様子をつづった、杉田玄白の回想録といえば何でしょう？,『蘭学事始（らんがくことはじめ）』
ケッペンの気候区分で、BSといえばステップ気候ですが、Csといえば何気候でしょう？,地中海性気候
『追憶の雨の中』という曲でデビューした、『HELLO』『虹』『桜坂』などのヒット曲がある男性アーティストは誰でしょう？,福山雅治
少年時代にインドで過ごした経験を元にした代表作『ジャングル・ブック』で知られる、イギリスの作家は誰でしょう？,ラドヤード・キップリング
ある議案について参議院と衆議院の議決が異なった場合に設置される、両院の意見を調整して妥協案を作るための機関は何でしょう？,両院協議会
サマセット・モームの代表作『月と六ペンス』の主人公、ストリックランドのモデルとされている画家は誰でしょう？,ポール・ゴーギャン
ネルソン提督率いるイギリス艦隊が、1805年10月にフランスとスペインの連合艦隊を破った戦いを「何の海戦」というでしょう？,トラファルガーの海戦
日本人では小平邦彦（こだいらくにひこ）・広中平祐（ひろなかへいすけ）・森重文（もりしげふみ）の3人が受賞している、「数学のノーベル賞」と称される賞は何でしょう？,フィールズ賞
日本の道路交通法によると、チャイルドシートの使用が義務付けられるのは何歳未満の子供でしょう？,6歳未満
扇形の弧の長さを半径の長さで割った値である、約57.2度を1とする角度の単位のことを何というでしょう？,ラジアン
「祝う」「祈る」「神」「礼」「福」といった漢字に、共通する部首は何でしょう？,示偏（しめすへん）
アブダビ、ドバイ、ラスアルハイマなど7つの首長国からなる、中東の国はどこでしょう？,"アラブ首長国連邦[UAE,United Arab Emirates]"
総合格闘技のノゲイラ兄弟と、グレイシー一族に共通する出身国はどこでしょう？,ブラジル
2005年に『恋のマイアヒ』がヒットした、モルドバ出身の男性3人組ユニットは何でしょう？,O-ZONE（オゾン）
ササン朝ペルシアが発祥とされる、一般に屋台のラーメン屋が客寄せに使うことで知られる木管楽器は何でしょう？,チャルメラ
これまでに東野英治郎、西村晃（こう）、佐野浅夫、石坂浩二、そして里見浩太朗が演じている、テレビ時代劇の主人公は誰でしょう？,水戸光圀、徳川光圀、水戸黄門
もともとはウスベニタチアオイの根を原料として作られていた、ゼラチンに卵白や砂糖を混ぜて作るお菓子の一種といえば何でしょう？,マシュマロ
温度差による音程のズレが少ないことから、オーケストラの音合わせに用いられる楽器は何でしょう？,オーボエ
本名を原吉彦というタレントで、「まるで宝石箱やー！」「味のIT革命やー！」などのコメントを連発し、「グルメレポート界のプリンス」と呼ばれるのは誰でしょう？,彦摩呂（ひこまろ）
東京23区で漢字3文字の名称を持つのは、世田谷区、千代田区と何区でしょう？,江戸川区
本来は平安時代に太政（だいじょう）大臣や摂政に対して使われた敬称で、後に関白を辞めた人を指して豊臣秀吉が用いたのは何でしょう？,太閤
バヌアツ共和国のペンテコスト島が発祥地とされる、両足に紐などを縛りつけ、高い場所から飛び降りるスポーツは何でしょう？,バンジージャンプ
古代中国の馬育ての名人にちなむ、馬や人の力を見抜く眼力を持つ人を漢字2文字で何というでしょう？,伯楽（はくらく）
2006年1月24日、H2Aロケットによって打ち上げられた、日本の地球観測衛星の名前は何でしょう？,DAICHI（だいち）【ALOS】
証券取引法第158条により禁じられている、株価の動きを操作する目的でデタラメな情報を流すことを何というでしょう？,風説の流布（ふうせつのるふ）
衛兵交代の儀式で有名な、エリザベス2世の住居でもある、イギリス・ロンドンの宮殿は何宮殿でしょう？,バッキンガム宮殿[Buckingham Palace]
妻の不貞を巡る決闘のために亡くなったロシアの作家で、『スペードの女王』などの作品で知られるのは誰でしょう？,アレクサンドル・セルゲーヴィチ・プーシキン
三井グループ広報委員会の協賛により、セ・パ両リーグの守備に卓越した選手9名に贈られる、プロ野球の賞といえば何でしょう？,〈三井〉ゴールデングラブ賞【「グローブ」はもう一回】
これをアボガドロ数で割ったものはボルツマン定数と呼ばれる、一般に記号「R」で表されることが多い定数といえば何でしょう？,〈理想〉気体定数[gas constant]
「TPOをわきまえる」という時のTPOとは、時のTime、場所のPlaceと、場合を表す何という言葉を指すでしょう？,Occasion
茶道で、食器を洗ったりするのに使われる、茶室の横にある部屋のことを何というでしょう？,水屋（みずや）
1792年、女帝エカテリーナ2世の命により通商要求を目的に根室に来航した、ロシアの軍人は誰でしょう？,ラックスマン
絵画などを描く時に、キャンバスを立てかける三脚を英語で何というでしょう？,イーゼル
長寿アニメ『ドラえもん』の現在の主題歌『ハグしちゃお』を歌っている、『涙（なだ）そうそう』で知られる女性歌手は誰でしょう？,夏川りみ
七福神のうち、唯一日本の神様がモデルとされているのはどなたでしょう？,恵比須
アメリカの大統領の任期は4年ですが、フランスの大統領の任期は何年でしょう？,5年
奈留島（なるしま）、久賀島（ひさかじま）、福江島などからなる、長崎県にある列島は何でしょう？,五島列島（ごとうれっとう）
バレーボールはアメリカで考案されましたが、ビーチバレーはどこの国で考案されたでしょう？,アメリカ
「平面上の2定点からの距離の差が一定である点の軌跡」と定義される曲線は何でしょう？,双曲線
家などでは威張っているが、外に出ると意気地がない人を、ある歴史上の人物にちなんで何というでしょう？,内弁慶【陰弁慶】
ご飯と汁物とおかず3品からなる、日本の伝統的な献立を何というでしょう？,一汁三菜（いちじゅうさんさい）
1492年、コロンブスが新大陸を発見したときに乗っていた船の名前は何でしょう？,サンタマリア号
藤原竜也主演で映画化される、「週刊少年ジャンプ」に連載中の大場つぐみ・小畑健（おばた・たけし）原作の人気マンガは何でしょう？,『DEATH NOTE』
近づく音は高く、遠ざかる音は低く聞こえる現象を、発見したオーストリアの物理学者の名前をとって何というでしょう？,ドップラー現象、ドップラー効果
木こり小屋の兄弟・チルチルとミチルを主人公とする、メーテルリンクの小説のタイトルは何でしょう？,『青い鳥』
カンボジアの国旗の中央に描かれている、世界遺産は何でしょう？,アンコールワット
トラップとスキートの2種目がある、打ち出された皿を散弾銃で撃ち割る競技を何というでしょう？,クレー射撃
2005年に上方歌舞伎の大名跡（みょうせき）「坂田藤十郎」が231年ぶりに復活し、2020年11月に亡くなりましたが、その坂田藤十郎は何代目に当たるでしょう？,四代目、四世
長寿のお祝いで、半分の半という字を使った「半寿」、将棋盤にちなんだ「盤寿」といえば、いずれも何歳のお祝いでしょう？,81歳
年間降水量1mm未満の日数が全国第1位であることから「晴れの国」と呼ばれる中国地方の都道府県はどこでしょう？,岡山県
広告の自主規制を行う「日本広告審査機構」を、アルファベット4文字で略して何というでしょう？,JARO（ジャロ）
『酒とバラの日々』や『ムーン・リバー』など、映画音楽の名曲を数多く生み出したアメリカの作曲家は誰でしょう？,ヘンリー・マンシーニ
日本サッカー協会のシンボルマークに描かれている、想像上の鳥は何でしょう？,八咫烏（やたがらす）【「カラス」はもう一回】
レストランなどでの「外食」に対して、コンビニやお店で調理済み食品を買ってきて家で食べることを何というでしょう？,中食（なかしょく、ちゅうしょく）
透明な物質に光を通したとき、中にある小さな粒子が光を散乱することで、その道筋が見える現象を何というでしょう？,チンダル現象
竹串に味噌を塗った豆腐を刺し、それを焼いて食べる料理を一般に何というでしょう？,田楽（でんがく）
カクテル「ダイキリ」の語源となった、ダイキリ鉱山がある国はどこでしょう？,キューバ
「13日の金曜日」は毎年ありますが、毎年6回「13日目が金曜日」になる、日本の国技は何でしょう？,大相撲
昔話『花咲かじいさん』で、正直じいさんが枯れ木にまいた灰は、意地悪じいさんに燃やされてしまった何の燃えかすでしょう？,臼
かつてガリレオが「耳のある星」と呼んだ、太陽系の惑星はどれでしょう？,土星
「グレシャムの法則」に名を残すトーマス・グレシャムはどこの国の人でしょう？,イギリス[Great Britain]
正式には「尋常性毛瘡（じんじょうせいもうそう）」という、ひげを剃ることによって顔にできる小さな傷にブドウ球菌が侵入して起こる炎症のことを何というでしょう？,かみそり負け
日本舞踊をある程度習得した人が、師匠から初めて芸名を許されることを何というでしょう？,名取（なとり）
レストランやパーティーなどのフォーマルな席で、場所の雰囲気を壊さないために求められる服装制限のことを英語で何というでしょう？,ドレスコード
竹本祐太と花本はぐみを中心に男女の淡い青春模様を描く、羽海野（うみの）チカの人気漫画は何でしょう？,『ハチミツとクローバー』
日本のコインを丸い形に統一した人物でもあるかつての内閣総理大臣で、早稲田大学を創設したことで知られるのは誰でしょう？,大隈重信
「ベンチ入り出来る選手の次」という意味で、千葉ロッテマリーンズがファンの為に決めた欠番は何番でしょう？,26番
日本、マケドニア、アルゼンチンの国旗に共通して描かれている天体は何でしょう？,太陽
俗に、「発明の母」といわれるものは何でしょう？,必要
オスマン・トルコ帝国で1876年に公布された、アジア初の近代憲法は何でしょう？,ミドハト憲法
副題を『新たな階層集団の出現』という、三浦展（あつし）のベストセラーは何でしょう？,『下流社会』
クリスマスツリーによく使われる、マツ科の木は何でしょう？,モミ
楽器の琵琶（びわ）や、プール、鏡などを数えるときに共通する数の単位は何でしょう？,面（めん）【一面、二面】
大小のギターを中心に構成され、野外ダンスの伴奏をする、メキシコ独特の民族楽団は何でしょう？,マリアッチ
第1回日本アカデミー賞では最優秀作品賞を受賞した、山田洋次監督の映画は何でしょう？,『幸福（しあわせ）の黄色いハンカチ』
自動車の表示メーターで、速度を示すのはスピードメーターですが、エンジンの回転数を示すのは何メーターでしょう？,タコメーター
「少年老い易く学成り難し」という言葉を残した、宋学の大成者とされる中国の儒学者は誰でしょう？,朱熹（しゅき）、朱子（しゅし）
シャーロック・ホームズの相棒役はワトソンですが、エルキュール・ポワロの相棒は誰でしょう？,ヘイスティングズ大尉[Captain Arthur Hastings]
カジノのスロットマシンで、積み立てられている高額の賞金のことを、英語で何というでしょう？,ジャックポット
主に弦楽器の演奏によく使われる、音符の代わりにフレットポジションが書かれた譜面を特に何というでしょう？,タブ譜、タブラチュア譜
観客に対し、タイトルや内容といった情報を一切提供せずに行う映画の先行上映のことを、英語で何というでしょう？,スニーク・プレビュー[sneak preview]
日本三大美林のひとつにも選ばれている、青森県の県の木といえば何でしょう？,ヒバ
その名はアメリカの初代メキシコ大使に由来する、クリスマス用の鉢植えとして人気のトウダイグサ科の植物は何でしょう？,ポインセチア
日本人のオリンピック最多出場者である橋本聖子は、夏冬あわせて何回出場したでしょう？,7回
お寿司でマグロとイカの折り詰めのことを、その色の組み合わせから何と呼ぶでしょう？,源平
新聞の社会面を「三面記事」というのは、かつて新聞が何面だった頃の名残りでしょう？,四面
登録商標を表すアルファベットで、RはRegistered（レジスタード）の略ですが、TMは何という言葉の略でしょう？,TradeMark（トレードマーク）
全人口の約0.5％が使うのみに留まっている、ドイツ語、フランス語、イタリア語に次ぐ、スイス第四の公用語は何でしょう？,ロマンシュ語[Rumantsch]
WIPO（世界知的所有権機関）が発表した2005年の国際特許出願状況で、国別部門で1位となった国はどこでしょう？,アメリカ合衆国
漫画『忍者ハットリくん』の主人公、ハットリカンゾウは甲賀流、伊賀流どちらの忍者でしょう？,伊賀流
聖書、銀、日光、ニンニク、十字架などが大嫌いだという、ブラム・ストーカーの怪奇小説に登場する吸血鬼といえば何でしょう？,ドラキュラ
日本のプロ野球12球団のうち、その前身を含めて日本一を達成したのが最も遅い球団はどこでしょう？,東北楽天ゴールデンイーグルス
「アパート｣はアパートメントハウスの略ですが、「デパート｣とは何という言葉の略でしょう？,デパートメントストア
お灸で使う「もぐさ」の原料である植物は何でしょう？,ヨモギ
最近では直径300mmのものが主流となりつつある、半導体生産に用いるシリコンの円盤のことを英語で何というでしょう？,ウエハ
考案したドイツ人看護士からその名が付けられている、現在女性に人気のバレエやヨガを取り入れたエクササイズは何でしょう？,ピラティス[Pilates]【ピラテス】
「文福茶釜」の逸話がある茂林寺（もりんじ）は群馬県にありますが、「狸ばやし」の逸話がある証誠寺（しょうじょうじ）はどこの都道府県にあるでしょう？,千葉県
「ジプシーの旋律」という意味がある、サラサーテ作曲のバイオリン曲は何でしょう？,『チゴイネル・ワイゼン』
詔勅（しょうちょく）や法令など、政府から一般に周知させる事項を編纂（へんさん）して国立印刷局から発行される、日刊の国の機関紙を何というでしょう？,官報（かんぽう）
いろはがるたで、江戸の「い」は「犬も歩けば棒にあたる」ですが、京都での「い」は何でしょう？,一寸先は闇
女房詞（にょうぼうことば）で、「一文字」といえばネギの事ですが、「二文字（ふたもじ）」といえば何でしょう？,ニラ
近代看護教育の祖ナイチンゲールの生誕地であり、彼女の名前の由来にもなっているイタリアの都市はどこでしょう？,フィレンツェ、フローレンス
童話『オズの魔法使い』で、ブリキの男・ライオン・かかしと一緒にエメラルドの都を目指す少女の名前は何でしょう？,ドロシー
天気図などで、2つの高気圧に挟まれ天気がぐずつきやすい範囲のことを、一般に「気圧の何」というでしょう？,谷【「尾根」は×】
松田食品株式会社を前身とする、ロングセラーとなっているお菓子「ベビースターラーメン」で有名な食品メーカーはどこでしょう？,おやつカンパニー
イグアスの滝、ナイアガラの滝とともに世界三大瀑布（ばくふ）と称される、アフリカのジンバブエとザンビアの国境にある滝といえば何でしょう？,ヴィクトリアの滝、モシ・オ・トゥニャ
人間の腕の部分で、肩からひじまでを上腕といいますが、ひじから手首までを何というでしょう？,前腕
歌舞伎などの「起承転結」にあたる概念を、能楽や雅楽では漢字3文字で何というでしょう？,序破急（じょはきゅう）
織田信長の弟である、茶人としても知られる武将で、東京の地名・有楽町の名称の由来となったことで知られるのは誰でしょう?,織田有楽〈斎〉（うらくさい）、織田長益（ながます）
女流将棋のいわゆる「4大タイトル」といえば、女流名人位、女流王位、女流王将とあと1つは何でしょう？,大山名人杯倉敷藤花戦、倉敷籐花
古典文学『大鏡』で、過去の出来事について語り合う二人の老人とは、大宅世継（おおやけのよつぎ）と誰でしょう？,夏山繁樹（なつやまのしげき）
建築物の、敷地面積に対する延べ床面積の割合を何というでしょう？,容積率
毎年夏にドイツで開催される、ワーグナーの歌劇のみを上演する音楽祭は何でしょう？,バイロイト音楽祭
大工の吉五郎（きちごろう）が落とした財布を、左官の金太郎が拾ったところから始まる落語の小噺（こばなし）で、大岡裁きの代表例として知られるのは何でしょう？,『三方一両損』
日本の河川で坂東太郎と呼ばれるのは利根川、筑紫次郎と呼ばれるのは筑後川ですが、四国三郎と呼ばれる川は何でしょう？,吉野川
アジの身の側面から尾にかけてある、トゲ状の固いウロコを何というでしょう？,ぜいご、ぜんご
身体の一部を使った表現で、仲直りすることは「手打ち」ですが、悔しがることは「何打ち」というでしょう？,舌打ち
小説『蛍の河』で直木賞を受賞したのは伊藤桂一ですが、小説『蛍川』で芥川賞を受賞したのは誰でしょう？,宮本輝
日本で最初のインスタントラーメンは「チキンラーメン」ですが、日本で最初のレトルトカレーは何でしょう？,ボンカレー
日本語では柱状グラフという、資料を量的に分類し、集団の偏りや各階級の散らばりを見るために使うグラフは何でしょう？,ヒストグラム
昔話『かちかち山』では狸がおばあさんを殺すための凶器に使われた、臼に入れた穀物を突くための道具といえば何でしょう？,杵（きね）
世界最高峰の卓球リーグとされる、中国の卓球のプロリーグは「何リーグ」でしょう？,超級リーグ、スーパーリーグ
頂上にある高さ30メートルのキリスト像で知られる、リオデジャネイロにそびえる標高710メートルの山は何でしょう？,コルコバード
その前の年に収穫された米が「古米」になるのは、何月何日のことでしょう？,11月1日
人間の赤ちゃんの歯は、普通、上の歯、下の歯のどちらが先に生えるでしょう？,下の歯
フランス語で「完全な」という意味があり、フルーツ、チョコレートなどの種類がある、冷たく甘いデザートは何でしょう？,パフェ
着物のたたみ方で、本だたみに対して略式のたたみ方を何というでしょう？,袖だたみ
陸上の棒高跳びで、男子の世界記録を持つのはセルゲイ・ブブカですが、女子の世界記録を持つ選手は誰でしょう？,エレーナ・イシンバエワ
旧ソ連から独立した中央アジア5か国の中で最大の人口を持つ、首都をタシケントに置く国はどこでしょう？,ウズベキスタン共和国
『蓮池水禽図（れんちすいきんず）』『風神雷神図屏風（ふうじんらいじんずびょうぶ）』などの作品を残した、江戸時代初期の画家は誰でしょう？,俵屋宗達（たわらや・そうたつ）
2つの点を両端とする、長さが有限な真っ直ぐの線を何というでしょう？,線分
鮭などが、川上の方に向かってさかのぼって泳ぐことを漢字二文字で何というでしょう？,遡上（そじょう）
最近では牛乳から作られることもある、認め用に使われる安いハンコを、昔の貨幣単位にちなんで何というでしょう？,三文判（さんもんばん）
父親の友人であったエジプト王サイド・パシャの許可を得て、スエズ運河建設の指揮をとった人物といえば誰でしょう？,フェルナンド・デ・レセップス
合図とともに一斉にバイクに飛び乗るスタート方法を、ある有名なレースにちなんで何方式というでしょう？,ルマン方式
蛇が外敵に対して威嚇や攻撃をするときに、首を持ち上げる動作のことを、「何をもたげる」というでしょう？,鎌首（かまくび）
目の愛護デーは毎年10月10日ですが、虫歯予防デーは毎年何月何日に定められているでしょう？,6月4日
禅宗において、座禅中の僧の眠気や気の緩みを戒めるために指導する僧侶が用いる、長いヘラ状の棒を何というでしょう？,警策（きょうさく、けいさく）
『こんにちは赤ちゃん』や『上を向いて歩こう』などの作品で知られる「六八コンビ」といえば、永六輔と誰でしょう？,中村八大（なかむら・はちだい）
『西鶴一代女』『雨月物語』『山椒大夫』などの作品で知られる、日本の映画監督は誰でしょう？,溝口健二（みぞぐちけんじ）
ハリウッドセレブが通い詰めたことから人気に火が付いた「アナスタシア」とは、体のどの部分を専門にしたサロンでしょう？,眉
「古代」「一節切（ひとよぎり）」「普化（ふけ）」などの種類があり、琴古（きんこ）流や都山（とざん）流などの流派がある楽器は何でしょう？,尺八（しゃくはち）
日本の年金制度で、民間のサラリーマンが受けるのは厚生年金ですが、公務員などが受けるのは何年金でしょう？,共済年金
古語で、朝から晩までのことを「ひねもす」といいますが、一晩中のことを何というでしょう？,よもすがら
昭和35年に大湊田名部（おおみなとたなぶ）市から現在の名前になった、日本で初めて平仮名の名前がついた都市といえばどこでしょう？,むつ市
兄は佳之助（よしのすけ）、弟は暁之進（あきのしん）という、2005年にはCD『まじかるまじかるてじな～にゃ』で歌手デビューもしたマジシャン兄弟の名字は何でしょう？,山上（やまがみ）兄弟
アイスクリームなどを丸くすくい取るために使われる器具のことを、英語で何というでしょう？,ディッシャー、スクーパー
蛯原友里（えびはら・ゆり）といえばモデルの世界でトップの人気を誇りますが、ユーリ海老原といえばどんな世界でトップをとった人でしょう？,ボクシング、ボクサー
「腐っても鯛」「ちぎっても錦」と同じ意味のことわざで、「破れても」に続く言葉は何でしょう？,小袖（こそで）
大気汚染や人工熱、建築物などの影響によって、都市の温度が周辺部に比べて高くなる現象を何というでしょう？,ヒート・アイランド
19世紀末に大阪の「松葉屋」の店主・宇佐美要太郎が考案した、具に油揚げが入ったうどんを、動物の名前を取って何というでしょう？,きつねうどん
活躍した選手に対しては橋戸賞や久慈賞が贈られる、社会人野球の大会は何でしょう？,都市対抗野球〈大会〉
7～10年を1周期とする景気の循環を、発見者であるフランスの経済学者の名前をとって何の波というでしょう？,ジュグラーの波
「若い女性」という意味がある、アルプス三山のひとつに数えられる山は何でしょう？,ユングフラウ
エクトル・マロの小説『家なき子』の、主人公の少年の名前は何でしょう？,レミ・ミリガン
高級な靴のブランド、フェラガモはどこの国のブランドでしょう？,イタリア
品質表示マークで、STマークはおもちゃにつけられますが、TSマークは何につけられるでしょう？,自転車
江戸時代の商人（あきんど）の使用人で、丁稚（でっち）と番頭の間の身分にあった者を何というでしょう？,手代（てだい）
雪のクリスマスを「ホワイト・クリスマス」というのに対して、雪のないクリスマスを英語で何というでしょう？,グリーン・クリスマス［Green Christmas］
2種類以上の液体の混合物を蒸留し、沸点の違いを利用して分離する方法を何というでしょう？,分留【分別蒸留】
日本の空港のスリーレターコードで、成田国際空港はＮRTですが、関西国際空港は何でしょう？,KIX
神宮司治（じんぐうじ・おさむ）、前田啓介（まえだ・けいすけ）、藤巻亮太（ふじまき・りょうた）の3人からなる、『蒼の世界』『粉雪』などのヒット曲があるバンドは何でしょう？,レミオロメン
日本の国会で衆議院が解散になった場合、何日以内に総選挙を行わなければならないでしょう？,40日以内
2時間ドラマでもおなじみの名探偵・浅見光彦の生みの親である推理作家は誰でしょう？,内田康夫
グッゲンハイム美術館やメトロポリタン美術館がある、アメリカの都市はどこでしょう？,ニューヨーク
かつてのオリンピックでは正式種目として行われていた、英語で「タッグ・オブ・ウォー」というスポーツは何でしょう？,綱引き
拾ったりした金品をこっそり自分のものにしてしまうことを、ある動物の習性にちなんで何というでしょう？,ネコババ
北海道には春夏秋冬、すべての季節に美味しいものがありますが、「秋味」という別名を持つ魚といえば何でしょう？,鮭
数学で、数列の和を表わす際に使用されるギリシャ文字といえば何でしょう？,Σ（シグマ）
1923年に南ドイツのある都市で起こった暴動で、これによりヒトラーが逮捕されたことで有名なのは何一揆でしょう？,ミュンヘン一揆
天文単位、アフリカ連合、金、携帯電話のブランドに共通するアルファベット2文字は何でしょう？,AU
時代劇『銭形平次』の原作者は野村胡堂（のむらこどう）ですが、『半七捕物帳』の原作者は誰でしょう？,岡本綺堂（おかもと・きどう）
ロゴマーク、などというときの「ロゴ」は何という言葉の略でしょう？,ロゴタイプ
中央競馬の競馬場で左回りコースなのは、東京競馬場、中京競馬場とどこでしょう？,新潟競馬場
ASEANに加盟する東南アジアの国の中でただ一つ、海に面していないのはどこでしょう？,ラオス人民民主共和国
新しい電話の形態であるIP電話のIPとは何という英語の略でしょう？,Internet Protocol
1930年代に「ニューヨーク・タイムズ」が始めた、新聞を学校教育の教材として利用する運動をアルファベット3文字で何というでしょう？,ＮIE
映画『SPIRIT』で、主演のジェット・リーと共演する、女優・竹内結子（たけうちゆうこ）の夫である俳優は誰でしょう？,中村獅童
桃の生産量が日本一である都道府県はどこでしょう？,山梨県
正式には「科学と国際社会の諸問題に関する会議」という国際会議を、1957年に第1回が開かれた地を取って一般に何会議というでしょう？,パグウォッシュ会議
ドランクドラゴンやアンジャッシュ、アンタッチャブルといった人気お笑いコンビが所属している芸能プロダクションはどこでしょう？,〈プロダクション〉人力舎（じんりきしゃ）
ドイツ語で「小さな夜の音楽」という意味がある、モーツァルトのセレナーデ13番は何でしょう？,『アイネ・クライネ・ナハトムジーク』
ゴルフや野球で、ボールを打つときの足の開き具合を英語で何というでしょう？,スタンス
アジサイを漢字で書いたときに、使われる色は何でしょう？,紫
ごはんの上にハンバーグや目玉焼きなどを乗せ、グレービーソースをかけて食べる、ハワイの名物料理は何でしょう？,ロコモコ[Loco Moco]
ウィンドウズXPに変わる新しいOSとして、マイクロソフトが2006年発売する予定の新OSはウィンドウズ何でしょう？,ビスタ[VISTA]
人類初の動力飛行に成功したライト兄弟の、兄の名前はウィルバーですが、弟の名前は何だったでしょう？,オービル、オーヴィル
アラスカ州の州の花にもなっている、英語では「forget me not」という花は何でしょう？,ワスレナグサ
フリーアナウンサーの久保純子、読売ジャイアンツの高橋由伸、タレントのふかわりょうといえば、出身大学はどこでしょう？,慶應義塾大学
巡業や花相撲の余興に演じられる、相撲の決まり手や禁じ手などを滑稽に演じた取り組みを何というでしょう？,初っ切り（しょっきり）
フランス語で「メーキャップ」という意味がある、ピエヌとプラウディアを統合して2005年8月21日に誕生した、資生堂のブランドは何でしょう？,マキアージュ
『赤い河』や『駅馬車』などの映画に主演し、「デューク」の愛称で親しまれた俳優は誰でしょう？,ジョン・ウェイン
日本人の約半数が感染しているといわれ、胃潰瘍や十二指腸潰瘍の原因とされる、胃の中に生息する細菌といえば何でしょう？,ヘリコバクター・ピロリ菌
昭和30年の保守合同により誕生した「自由民主党」の、初代総裁に就いたのは誰でしょう？,鳩山一郎
ゼノンの有名なパラドックスの一つで、アキレスがいつまでも追いつくことができないと言われている動物は何でしょう？,亀
2019年のプロ野球のシーズンMVPは、セ・リーグでは読売ジャイアンツの坂本勇人（さかもと・はやと）ですが、パ・リーグは西武ライオンズの誰でしょう？,森友哉（もり・ともや）
「ここに地終わり、海始まる」と書かれた石碑が立っている、ユーラシア大陸最西端の岬の名前は何でしょう？,ロカ岬
『鉄腕アトム』に登場するエピソード『地上最大のロボット』をリメイクした、浦沢直樹のマンガのタイトルは何でしょう？,『PLUTO（プルートウ）』
人身事故を起こして逃走するのは「ひき逃げ」ですが、同じように物損事故で逃げることを何というでしょう？,当て逃げ
日本に輸入可能なアメリカ産牛肉は、特定危険部位を除去した、生後何ヶ月以下の牛肉でしょう？,20ヶ月【問題不備：出題時点で、牛肉輸出は全面禁止であった。】
中世ヨーロッパの都市で行われた、商人や手工業者による特権的な同業者組合を何というでしょう？,ギルド
ナイロンでできた細い糸をより合わせて作る、歯と歯の間の汚れを落とすための糸のことを何というでしょう？,〈デンタル〉フロス、糸楊枝
チョウセンアサガオはナス科の植物ですが、チョウセンニンジンは何科の植物でしょう？,ウコギ科
ポケットビリヤードの台に、ポケットはいくつ空けられているでしょう？,6つ
「澄みきった目と白い歯」という意味で、美人の形容として使われる四字熟語は何でしょう？,明眸皓歯（めいぼうこうし）
アメリカのクロスワードで、横のカギのことを「ACROSS」というのに対して、縦のカギのことを何というでしょう？,DOWN
童謡『アマリリス』で、やさしい音色のオルゴールはどこの国のおみやげと歌われているでしょう？,フランス
喜劇王チャップリンにとって初のオールトーキー映画である、ナチスドイツを痛烈に批判した1940年公開の映画は何でしょう？,『独裁者』[THE GREAT DICTATOR]
